ID,smiles,docking_score,flag,weight_actives,weight_lowscores,split_random_1,split_random_2,split_random_3,split_random_4,split_random_5,split_scaffold_1,split_scaffold_2,split_scaffold_3,split_scaffold_4,split_scaffold_5
ZINC42266904,C[C@@H]1CCCCN1S(=O)(=O)N(C)Cc1cc(Br)cs1,-7.33,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,train,train,train
ZINC48052702,Cc1cc(C(=O)N2CCN(C(=O)Nc3cccc(C#N)c3)CC2)c(C)o1,-5.858,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC04339284,CSc1nc2c(c(=O)n1C)SCC2,-7.684,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,val,train,train
ZINC09350310,O=c1cc[nH]c(SCc2c(Cl)cccc2Cl)n1,-8.157,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,val,train,train
ZINC63598270,CC(C)(C)[C@H]1CCC2=c3c(n/c(=C/CC(=O)Nc4cccc(F)c4)[nH]c3=O)S[C@H]2C1,-5.367,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
155530097,N#CCC(=O)Nc1nnc(-c2ccc(Cl)cc2)o1,-6.748,1,7.910625620655412,0.5261211280628756,train,train,val,train,train,train,train,train,train,val
ZINC61832014,C[C@H]1CCc2c(Cl)ccc(Cl)c2[C@@H](O)C1,-7.912,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC62366769,Cc1cc(NC(=O)CCc2cccc(F)c2)ccc1N1CCCCS1(=O)=O,-4.659,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,val,train,train,train,val
ZINC13359891,O=C(O)C1(c2ccccc2)CCN(S(=O)(=O)c2ccccc2Br)CC1,-5.438,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,train,train
ZINC57652615,CCc1ccc(O[C@H](C#N)CCc2ccc(C(C)C)cc2)cc1,-8.527,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC49659755,Cc1cc(NS(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3)no1,-7.45,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,val,train
ZINC11725055,C[C@@H]1CCc2sc(C(=O)Nc3ccc4c(c3)OCCCO4)cc2C1,-6.762,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,val,train,train
ZINC53782692,O[C@H](Cc1cccc(Cl)c1)CC1CCCC1,-7.451,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
ZINC62558784,Cc1cc2c(cc1Br)OC(C(C)C)C(=O)N2,-7.917,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC66709848,CCc1nc(C)c(C(=O)N2C[C@@H](c3ccccc3)OC[C@@H]2C)s1,-7.473,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC00119049,O=c1c2c3c(sc2ncn1/N=C/c1cccc(Cl)c1)CCCC3,-6.172,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,val,train,train
ZINC41756673,C[C@@](Nc1cccc(C#N)c1)(C(=O)O)c1cccc(Cl)c1,-8.27,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,val,train,train,train
ZINC11495528,C[C@H]1CCCC[C@H]1NC(=O)NC(=O)COC(=O)c1c(Cl)ccc(Cl)c1Cl,-6.596,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,train,train,train,train
ZINC08661440,O=C(Nc1ccc(Br)cc1)C1CCCN(S(=O)(=O)c2cccs2)C1,-5.734,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,val,train,train,train,train
ZINC65586653,CCC(C)C(=O)NS(=O)(=O)c1ccc(C#N)cc1C(F)(F)F,-6.358,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,val,train
ZINC14537203,CC#CC(=O)N1CC(=O)N(C2CCCCC2)C[C@@H](OCc2ccccc2)C1,-7.997,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,train
ZINC25503347,O=c1nc2ccccn2c(Cl)c1Cl,-7.5,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,val,train
ZINC32721448,Cc1nc2cc(NC(=O)C3C[C@@H]4C=C[C@H]3C4)ccc2o1,-7.282,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,val
ZINC64335173,CC(C(=O)N1CCc2sccc2[C@H]1C)n1c(-c2cccs2)n[nH]c1=S,-6.492,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,train,train
ZINC20112605,NC(=O)COc1ccc([C@@H]2NCCc3c2[nH]c2ccccc32)cc1,-9.4,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC21486989,C=C(C)C[C@H]1Cc2c(Br)cccc2[C@@H](CC(=C)C)N1,-7.878,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC43661227,C[C@@H]1C[C@@H](C(C)(C)C)CC[C@@H]1O,-7.162,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,train
ZINC66794684,Fc1ccc([C@H]2CN(Cn3ncn(C4CC4)c3=S)CCO2)cc1F,-7.717,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,train,train,train
ZINC15894424,CC(=O)c1cccc(N2/C(=N/C(=O)C3CCCCC3)S[C@H]3CS(=O)(=O)C[C@H]32)c1,-7.703,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,val,train,train,train,train
ZINC35516451,Cc1cnc(C(=O)N2CCCC(C(=O)N3CCC(C)CC3)C2)cn1,-8.375,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,val,train,train,train,train
ZINC41645176,Cc1cc2c(c3c1C(=O)/C(=C/c1cccs1)O3)CN(CCCc1ccccc1)CO2,-8.313,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC01225219,CC[n+]1c(CCc2sc(=S)n(C)c2[O-])sc2ccccc21,-8.25,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,val,train,train,train
ZINC13469281,O=C(O)C1CC=CCC1C(=O)Nc1cc(Cl)ccc1Oc1ccccc1,-8.46,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,val,train,train,train,val
ZINC52842860,Nc1ccc2c(c1)nc(C1CC1)n2-c1cccc(I)c1,-8.163,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC37247207,Fc1cccc(F)c1N[C@H]1CC[C@@H]2CCCC[C@@H]2C1,-8.52,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,val,train,train,train,train
ZINC00359473,c1ccc(-c2ccc(-c3csc4[n+]3CCCCN4)cc2)cc1,-7.846,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,val,train
ZINC64319048,CCc1nc(CN(C)C(=O)c2c(NC(=O)C3CC3)sc(C)c2C)cs1,-7.687,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,val
ZINC58276655,CCN(CC)c1ccc(N2CCc3ccccc32)c(N)c1,-8.838,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,train,val
ZINC53850808,O=C(Cc1nc(=O)c2cc(Br)ccc2[nH]1)N1CCCC1,-8.291,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,train,train,train
ZINC49219344,C[C@H]1C[C@@H]1CNC(=O)CS(=O)(=O)Cc1cccc(Br)c1,-7.608,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
ZINC08265210,Cc1ccc(N2CC(C(=O)NC3CCSC3=O)CC2=O)cc1C,-8.235,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC41653782,O=C1/C(=C/c2cccnc2)Oc2c1ccc1c2CN(Cc2ccc(Cl)cc2Cl)CO1,-7.128,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC41989365,C[C@H]1CCC[C@](Sc2ccc(O)cc2)(C(=O)O)C1,-8.161,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC50685337,Cn1cc(-c2nc(C(=O)C(C#N)C(=O)NC3CCCCC3)cs2)cn1,-7.072,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,train,train,train
ZINC44709960,[N-]=[N+]=C1C=Cc2c(cccc2S(=O)(=O)Nc2ccc(O)cc2)C1=O,-7.37,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,val,train
ZINC50948938,N#CC(C(=O)Nc1ccc(F)c(Cl)c1)C(=O)c1ccc2c(c1)CCC2,-9.77,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,train,val
ZINC65254826,Cc1ccc(F)cc1NS(=O)(=O)c1cc2n(c1)CCN(CC(C)C)C2=O,-7.3,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,val,train
ZINC49091615,CSc1nc(C(=O)N2CCOC[C@@H]2C)c2ccccn12,-8.794,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,val,train,train,train,train
ZINC50733139,CCC[C@@H](C)NC(=O)C1CCCN(C(=O)c2c3c(nc4ccccc24)CCC3)C1,-7.406,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,train,train,train
ZINC20689458,Cc1ccc([C@H]2Nc3c(C(=O)NC(C)C)cccc3[C@@H]3C=CC[C@H]23)s1,-4.739,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,val,train,train,train
ZINC02744812,CCOC(=O)c1c(NC(=O)c2c(F)c(F)c(F)c(F)c2F)sc2c1CC[C@H](CC)C2,-5.782,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,val,train,train
ZINC01530629,C[C@@]12CC[C@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@@H]3[C@H]1CCC2=O,-6.684,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,val
ZINC15465755,Cc1ccc(N2CC(C(=O)NC3CCSC3=O)CC2=O)c(C)c1,-8.088,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC36886896,C[C@H]1C[C@@H](Oc2ccc(C#N)cc2F)CC(C)(C)C1,-6.519,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,train,train
ZINC32121220,COc1ccc([C@@H]2Nc3c(Cl)cc(C(=O)O)cc3[C@H]3C=CC[C@H]32)cc1,-8.363,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC66711419,C[C@@H]1CO[C@@H](c2ccccc2)CN1C(=O)CCc1ncc(-c2ccccc2F)o1,-6.075,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,train,train
ZINC06347743,CC(C)c1cccc2c1N[C@H](c1cccc(Cl)c1Cl)[C@@H]1CC=C[C@H]21,-8.993,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
44474132,O=S(=O)(Nc1ccncc1Nc1cccc(Cl)c1)C(F)(F)F,-7.019,1,7.910625620655412,0.5261211280628756,train,train,train,train,val,train,train,train,val,train
ZINC67646238,Cc1nccn1-c1ccc(CNC(=O)N[C@H]2CCC[C@H](C(F)(F)F)C2)cc1F,-6.681,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,train,train
ZINC40817863,COc1ccccc1C(=O)N1CCCC[C@@H]1c1nc2ccccc2s1,-8.871,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,val,train,train
ZINC13061480,O=C(O)c1cccc(CSc2nc3sc4c(c3c(=O)n2-c2ccc(Cl)cc2)CCC4)c1,-9.667,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,val,train,train
ZINC07052710,Cc1cc(Br)ccc1NS(=O)(=O)c1ccc(Cl)cc1F,-8.026,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,val,train
ZINC07869002,CC(Sc1ccc2c(c1)OCCCO2)C(=O)Nc1sccc1C(N)=O,-8.306,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,val,train,train
ZINC35916286,O=C(O)C1C[C@@H](c2ccccc2)CN(C(=O)COc2ccccc2)C1,-10.12,0,0.5337353433835846,10.070796460176991,train,train,train,val,train,train,train,train,train,train
ZINC51849287,CN(c1ccnc(Cl)n1)C1CCCCC1,-6.039,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,train,train
ZINC61888974,N#C[C@@H]1CCC[C@@H]1NC(=O)c1ccc(F)cc1Br,-7.736,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,train,train
ZINC41982559,CC(C)CS[C@@](C)(C(=O)O)c1ccc(Cl)c(Cl)c1,-7.358,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,val,train,train,train
ZINC15634159,O=C(NC1CCCC1)c1c(-n2cccc2)sc2c1CCSC2,-9.185,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,val,train,train
ZINC15667835,CSc1nc2ccc(NC(=O)c3nc(Cl)ccc3Cl)cc2s1,-6.403,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,val,train,train
ZINC37739274,O=C(O)C1CCCCC1C(=O)NCCC1CCCCC1,-7.238,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,train,train
ZINC13058403,O=C(O)c1ccc(N2C(=O)/C(=C\c3cc(Br)ccc3F)SC2=S)cc1,-8.506,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC38642702,CN(C)c1ccc(CN(C[C@@H]2CCCO2)C(=O)C2[C@@H](C=C(Cl)Cl)C2(C)C)cc1,-9.14,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
ZINC50361413,C[C@H](NCc1cc(Br)c(Br)o1)c1nn[nH]n1,-6.287,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,val
ZINC04707195,Cc1cc2n(n1)[C@@H](c1cc(=O)n3c4c(cccc14)CCC3)Nc1ccccc1-2,-9.038,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC51393046,C[C@H]1C[C@@H]1[C@H](Br)c1ccc2c(c1)n(C)c(=O)n2C,-9.158,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC02233562,CCc1nc2c(c(=O)n1C[C@@H]1CCCO1)c1nc3ccccc3nc1n2Cc1ccccc1,-9.836,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC12380530,CC(Oc1ccccc1Br)C(=O)N1CCOCC1,-7.7,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,train,train
ZINC35357091,Cc1nc(Cl)sc1S(=O)(=O)Nc1nc2ccccc2s1,-7.298,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,val,train
ZINC14755494,CCCc1cc(=O)[nH]c(SCc2csc(-c3ccsc3)n2)n1,-8.732,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,val,train,train
ZINC49110083,CCCc1ccc(C(=O)C(C#N)C(=O)c2cccc(Cl)c2)cc1,-8.31,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,val
ZINC40102356,C=CCOc1cccc(C(=O)C2C(=O)C(=O)N(CCCC)[C@@H]2c2ccc(Br)cc2)c1,-7.55,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC41182465,Cc1nc([C@H](N)c2ccc(SC(F)(F)F)cc2)sc1C,-8.393,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,val
ZINC56848931,N#Cc1ccc(CNC(=O)N2CCCC(C(=O)Nc3ccc(Cl)cn3)C2)cc1,-6.568,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC14745788,Cn1nc(C(=O)NCc2ccccc2)c2c1CCN(Cc1ccccc1Cl)C2,-9.034,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,train,train,train,val
ZINC09338926,Cc1ccc2nc(CNc3ccc(OCC(F)(F)F)cc3)cc(=O)n2c1,-8.306,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,val,train
ZINC11633506,Brc1ccc2c(c1)NC[C@@H](c1cccs1)C2,-8.158,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC62830559,CC(C)(SC1CCCC1)C(=O)O,-6.52,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC37322487,O=C(O)c1nnn(-c2c(Cl)cc(Br)cc2Cl)c1C1CC1,-6.124,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
ZINC12398934,CCn1nc2nc(N3CCC(CC(=O)O)CC3)cc(C(F)F)c2c1C,-8.58,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,train,train,train
10178729,NS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(Cl)c3)CC3(CC3)C2)cc1,-11.676,1,7.910625620655412,10.070796460176991,train,train,train,val,train,train,train,train,val,train
ZINC09455669,O=C(Nc1cccc(-c2ccc(N3CCCC3)nn2)c1)c1ccc(Cl)c(Cl)c1,-5.883,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,train,train,train,val
ZINC39520411,CS[C@@H]1CCCN(Br)[C@@]12CC[C@@H](S(=O)(=O)C(C)C)C2,-5.183,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
ZINC46881154,Cc1ccc(NC(=O)C(C)C)cc1NC(=O)c1csc(-c2ccsc2)n1,-3.594,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,val
ZINC36951941,C[C@H](Nc1ccc2ccccc2c1)c1c(F)cccc1F,-8.545,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,train,val
ZINC02849133,C#CCOc1ccc2ccccc2c1/C=C(\C#N)c1ccc(Cl)cc1,-8.551,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,val,train,train,train
ZINC11629324,CC(C)(C)c1ccc([C@H](CC(=O)Cl)C(C)(C)C)cc1,-7.147,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC08550093,Cc1ccc(CN[C@@H](C)C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)cc1,-7.73,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC02534716,CC(=O)c1cc2c(cc1C)C(C)(C)[C@H](C)[C@@H]2C(C)C,-8.43,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC46335384,CC(=O)c1ccc(C(=O)N2CCC[C@@H]2c2nnc3n2CCCCC3)s1,-7.659,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,train,train,train
ZINC47321089,Cc1cc([C@@H]2CCCN2C(=O)Nc2ccccc2Br)on1,-7.705,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,train,train
ZINC04976777,C[C@@H]1CC[C@H](C(C)(C)O)CC2=C1CC[C@@H]2C,-6.967,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,train,train,train,train
ZINC61718624,COC(=O)c1sccc1NC(=O)/C(C#N)=C/c1cccc(Br)n1,-4.887,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,val,train
ZINC08436231,O=C(COc1ccccc1)n1c(=S)[nH]c2ccccc2c1=O,-8.832,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,val,train
ZINC37277014,CC[C@H](Nc1ccc2ccccc2c1)c1cccc(Br)c1,-8.929,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,train,train,val
ZINC57994998,Cc1cc(C(=O)NCC(=O)Nc2cn[nH]c2)c2nc3n(c2n1)CCCCC3,-5.842,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,train,train
ZINC38616439,CCCn1c(O)c(C#N)c(C)c(C(=O)c2cccc3ccccc23)c1=O,-8.287,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
44291367,CS(=O)(=O)Nc1ccc(-c2cc(C(F)F)nn2-c2ccc(Cl)cc2)cc1,-10.412,1,7.910625620655412,10.070796460176991,train,train,train,train,val,train,train,train,val,train
ZINC50752705,Cc1cccc(NC(=O)C(C#N)C(=O)CC2CCCCC2)c1,-8.082,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,val
ZINC63116623,CC(C)c1cc2ccc3cccnc3c2nc1Cl,-8.795,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC36442650,O=S1(=O)CC[C@@H](Cc2nc3ccccc3n2CN2CCC[C@H]2c2cccs2)C1,-8.869,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,train,train,train
ZINC46441302,C[C@]1(C(=O)C(C#N)c2nc3ccccc3s2)CC1(Cl)Cl,-7.248,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,val,train,train
ZINC60636390,CSc1[nH]c(=O)c(C(=O)N2CCC(Nc3ccccc3)CC2)cc1C#N,-6.09,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
ZINC53066711,Cc1ccc(/C=C/C(=O)NC2(CO)CCCC2)c(Br)c1,-7.342,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC13005211,Cn1c(=O)/c(=C\c2ccc(Br)cc2F)s/c1=C\C(=O)c1ccco1,-6.725,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC66825524,CSCC(C)C(=O)N1CCCN(C(=O)c2ccsc2)CC1,-9.081,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,val,train,val,train,train
ZINC39855428,CC[C@H](C)NC(=O)c1oc2c(c1C)[C@@H](O)CC(C)(C)C2,-7.614,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC21015192,Cc1cc(C)cc(N[C@H](C)c2ccc(C(C)C)cc2)c1,-8.167,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,val
ZINC61121211,O=C(O)c1cccn1-c1cc(F)c(F)c(F)c1,-7.948,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,val
ZINC67586133,C[C@H](NC(=O)Nc1nnc(C(F)F)s1)c1ccc2c(c1)CCCC2,-8.32,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC04209288,CC(C)c1ccc(/C=C(/C#N)C(=O)Nc2ccc3ccccc3c2)cc1,-8.487,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,val,train
ZINC36814228,CCC[C@@H]1CC[C@H](C#N)[C@H](Oc2cc(Cl)cc(Cl)c2)C1,-7.111,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC66562215,C[C@@H]1CN(C2CCN(Cc3ccc(Cl)nc3)CC2)CCO1,-7.485,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,val
ZINC67066876,COc1ccccc1C[C@@H]1CCCN(C(=O)NC2CCCCNC2=O)C1,-6.72,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,train,train,train
ZINC44379578,Cc1nc(NC(=O)CC(C)(C)C)sc1-c1n[nH]c(=S)n1C,-5.051,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,val
ZINC48519319,CCCC(=O)NS(=O)(=O)c1ccc(F)c(F)c1F,-7.432,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,val,train
ZINC42027999,Nc1cc(-c2nnnn2-c2cccc(Cl)c2F)ccc1Cl,-9.577,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC59192596,Cc1ccc2[nH]c(C(C)(C)Cc3nc4ccc(C)cc4[nH]3)nc2c1,-8.902,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC36171018,CC(C)N1CCN([C@H]2CCC[C@@H]2C#N)CC1,-7.199,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC20552989,C[C@H]1C[C@H]1c1ccc(CNc2cc(Cl)c(Cl)cc2Cl)o1,-7.757,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,val,train
ZINC54299208,O=C(O)C[C@@H]1CCCN(Cc2csc(Br)c2)C1,-7.551,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,train,train,train,val
ZINC40462049,N#Cc1ccc(OCC(=O)N2CCC[C@H](C(F)(F)F)C2)cc1,-7.994,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,train,train
ZINC49642642,CCNCCS(=O)(=O)Nc1c(Br)cc(Br)cc1Br,-6.323,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,val
ZINC48689699,C[C@H]1CCCC[C@H]1NC(=O)C(=O)Nc1ccc(C#N)c(Cl)c1,-5.714,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC11733839,Cc1ccc([C@](C)(CO)Cc2ccccc2C)cc1,-7.661,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,val,val,train,train,train
ZINC08228429,Cc1n[nH]c(=S)n(N=Cc2cc(Br)ccc2O)c1=O,-8.964,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC04174056,Cn1cccc1/C=C(\C(=O)c1ccccc1)N1C=CC=CC1=C(C#N)C#N,-8.225,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,val,train
ZINC39503865,CON1C[C@@H](Cc2ccccc2)C[C@@]12CC[C@H](c1ccccc1O)C2,-8.374,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
ZINC41259826,N#C[C@@H](c1cccc(Cl)c1)N1CCN(C(=O)c2ccco2)CC1,-7.99,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,val,train,val,train,train
ZINC04199909,Cc1ccc([C@@H]2Nc3ccc(C(=O)O)cc3[C@@H]3C=CC[C@@H]32)cc1,-8.991,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,val,train,train,train
ZINC09265591,NC(=S)N/N=C/c1cn(Cc2ccc(C(=O)O)o2)c2ccccc12,-10.14,0,0.5337353433835846,10.070796460176991,train,val,train,train,train,train,val,train,train,train
ZINC44931892,Cc1ccc2c(c1)nc([C@H](C)Cl)n2[C@@]1(C)CCS(=O)(=O)C1,-8.55,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,val,train,train,train
ZINC40787086,CNC(=O)c1cccc(NC(=O)c2cc3sccc3n2Cc2cccc(F)c2)c1,-7.304,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,val
ZINC35480811,COc1ccc(Br)cc1-c1nc(CSc2nc(=O)cc(C)[nH]2)c(C)o1,-7.79,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,val,train,train
ZINC19965820,C[C@@H]1C[C@H](C)CN(C(=O)c2nc(Cl)ccc2Cl)C1,-7.442,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
